t_hor,sdistStore
0,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,0.00740741,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,

